,ГОСТ,"Цена, р./пог.м","Цена, р./кг",Размер,"Цена, р./шт.","Цена, р./т",Доп. размер,Наименование,Сталь,"Цена, р./м2",Компания,Город
83, ГОСТ 34028-2016 ,,, 6,,48 500 >1т,6,Арматура А1  ,А240,,Сталепромышленная компания,Москва
84, ГОСТ 34028-2016 ,,, 8,,47 500 >1т,6,Арматура А1  ,А240,,Сталепромышленная компания,Москва
85, ГОСТ 34028-2016 ,,, 8,,46 000 >1т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Москва
86, ГОСТ 34028-2016 ,,, 10,,47 500 >1т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Москва
87, ГОСТ 34028-2016 ,,, 10,,47 500 >1т,6,Арматура А1  ,А240,,Сталепромышленная компания,Москва
88, ГОСТ 34028-2016 ,,, 10,,46 000 >1т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Москва
89, ГОСТ 34028-2016 ,,, 12,,48 000 >1т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Москва
90, ГОСТ 34028-2016 ,,, 6,,46 500 >1т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Москва
91, ,,, 16,,46 000 ,11.7,Арматура А1  ,ст3,,Омега Металл,Москва
92, ,,, 14,,46 000 ,11.7,Арматура А1  ,ст3,,Омега Металл,Москва
93, ,,, 12,,47 000 ,11.7,Арматура А1  ,ст3,,Омега Металл,Москва
94, ,,, 8,,звоните ,бухты,Арматура А1  ,3сп,,Мечел-Сервис,Москва
95, ,,, 10,,звоните ,11.7,Арматура А1  ,3сп,,Мечел-Сервис,Москва
96, ,,, 10,,звоните ,бухты,Арматура А1  ,3сп,,Мечел-Сервис,Москва
97, ,,, 12,,звоните ,бухты,Арматура А1  ,3сп,,Мечел-Сервис,Москва
98, ,,, 12,,звоните ,11.7,Арматура А1  ,3сп,,Мечел-Сервис,Москва
99, ,,, 20,,звоните ,11.7,Арматура А1  ,3сп,,Мечел-Сервис,Москва
100, ,,, 22,,звоните ,11.7,Арматура А1  ,А240,,Мечел-Сервис,Москва
101, ,,, 6,,48 000 ,6,Арматура А1  ,ст3,,Омега Металл,Москва
102, ,,, 6,,46 000 ,бухты,Арматура А1  ,ст3,,Омега Металл,Москва
103, ,,, 8,,47 500 ,11.7,Арматура А1  ,ст3,,Омега Металл,Москва
104, ,,, 8,,47 500 ,6,Арматура А1  ,ст3,,Омега Металл,Москва
105, ,,, 8,,46 000 ,бухты,Арматура А1  ,ст3,,Омега Металл,Москва
106, ,,, 10,,47 000 ,11.7,Арматура А1  ,ст3,,Омега Металл,Москва
107, ,,, 10,,47 000 ,6,Арматура А1  ,ст3,,Омега Металл,Москва
108, ,,, 10,,46 000 ,бухты,Арматура А1  ,ст3,,Омега Металл,Москва
109, ГОСТ 5781-82 ,,, 12,,48 000 >1т,6,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Москва
110, ГОСТ 34028-2016 ,,, 12,,46 000 >1т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Москва
111, ГОСТ 34028-2016 ,,, 14,,48 000 >1т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Москва
112, ГОСТ 34028-2016 ,,, 16,,48 000 >1т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Москва
113, ГОСТ 34028-2016 ,,, 25,,58 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
114, ГОСТ 34028-2016 ,,, 28,,58 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
115, ,,, 12,,45 900 ,бухты,Арматура А1  ,ст3,,УралСибТрейд,Москва
116, ГОСТ 34028-2016 ,,, 28,,52 300 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
117, ГОСТ 34028-2016 ,,, 25,,52 300 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
118, ГОСТ 34028-2016 ,,, 22,,52 300 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
119, ГОСТ 34028-2016 ,,, 20,,52 300 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
120, ГОСТ 34028-2016 ,,, 18,,52 300 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
121, ГОСТ 34028-2016 ,,, 16,,52 300 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
122, ГОСТ 34028-2016 ,,, 14,,52 300 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
123, ГОСТ 34028-2016 ,,, 12,,52 300 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
124, ГОСТ 34028-2016 ,,, 10,,50 300 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
125, ГОСТ 34028-2016 ,,, 10,,50 300 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
126, ГОСТ 34028-2016 ,,, 10,,50 300 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
127, ГОСТ 34028-2016 ,,, 8,,50 800 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
128, ГОСТ 5781-82 ,,, 25,,58 000 >10т,12,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Абакан
129, ГОСТ 34028-2016 ,,, 8,,50 800 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Волгоград
130, ГОСТ 34028-2016 ,,, 22,,58 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
131, ГОСТ 34028-2016 ,,, 18,,58 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
132, ГОСТ 34028-2016 ,,, 18,,48 000 >1т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Москва
133, ГОСТ 34028-2016 ,,, 20,,48 000 >1т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Москва
134, ГОСТ 34028-2016 ,,, 22,,48 000 >1т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Москва
135, ГОСТ 34028-2016 ,,, 25,,48 000 >1т,12,Арматура А1  ,А240,,Сталепромышленная компания,Москва
136, ГОСТ 34028-2016 ,,, 6,,64 000 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
137, ГОСТ 34028-2016 ,,, 6,,60 500 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
138, ГОСТ 34028-2016 ,,, 8,,62 500 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
139, ГОСТ 34028-2016 ,,, 8,,59 500 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
140, ГОСТ 34028-2016 ,,, 10,,60 500 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
141, ГОСТ 34028-2016 ,,, 10,,60 500 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
142, ГОСТ 34028-2016 ,,, 10,,59 500 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
143, ГОСТ 34028-2016 ,,, 12,,59 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
144, ГОСТ 34028-2016 ,,, 14,,58 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
145, ГОСТ 34028-2016 ,,, 14,,58 000 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
146, ГОСТ 34028-2016 ,,, 16,,58 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
147, ГОСТ 34028-2016 ,,, 20,,58 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Абакан
148, ,,, 8,,звоните ,11.7,Арматура А1  ,А240,,Мечел-Сервис,Москва
149, ГОСТ 5781-82 ,,, 22,,звоните ,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Курган
150, ГОСТ 5781-82 ,,, 20,,звоните ,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Курган
151, ГОСТ 34028-2016 ,,, 8,,59 800 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
152, ГОСТ 34028-2016 ,,, 6,,58 300 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
153, ГОСТ 34028-2016 ,,, 6,,64 800 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
154, ГОСТ 5781-82 ,,, 32,,50 960 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Казань
155, ГОСТ 5781-82 ,,, 28,,49 400 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Казань
156, ГОСТ 5781-82 ,,, 25,,48 880 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Казань
157, ГОСТ 34028-2016 ,,, 8,,56 500 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
158, ГОСТ 5781-82 ,,, 22,,48 880 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Казань
159, ГОСТ 5781-82 ,,, 18,,48 880 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Казань
160, ГОСТ 5781-82 ,,, 16,,48 880 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Казань
161, ГОСТ 5781-82 ,,, 14,,48 880 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Казань
162, ГОСТ 34028-2016 ,,, 12,,48 880 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Казань
163, ГОСТ 5781-82 ,,, 12,,49 920 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Казань
164, ГОСТ 34028-2016 ,,, 10,,48 360 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Казань
165, ГОСТ 5781-82 ,,, 20,,48 880 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Казань
166, ГОСТ 34028-2016 ,,, 10,,59 800 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
167, ГОСТ 34028-2016 ,,, 10,,59 800 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
168, ГОСТ 34028-2016 ,,, 10,,56 500 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
169, ГОСТ 34028-2016 ,,, 8,,50 400 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
170, ГОСТ 34028-2016 ,,, 8,,50 400 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
171, ГОСТ 34028-2016 ,,, 6,,49 300 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
172, ГОСТ 5781-82 ,,, 6,,51 000 >10т,6,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Краснодар
173, ГОСТ 34028-2016 ,,, 6,,51 000 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
174, ГОСТ 34028-2016 ,,, 28,,57 300 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
175, ГОСТ 5781-82 ,,, 25,,57 300 >10т,12,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Кемерово
176, ГОСТ 34028-2016 ,,, 25,,57 300 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
177, ГОСТ 34028-2016 ,,, 22,,57 300 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
178, ГОСТ 34028-2016 ,,, 20,,57 300 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
179, ГОСТ 34028-2016 ,,, 18,,57 300 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
180, ГОСТ 34028-2016 ,,, 16,,57 300 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
181, ГОСТ 34028-2016 ,,, 14,,57 300 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
182, ГОСТ 34028-2016 ,,, 14,,57 300 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
183, ГОСТ 34028-2016 ,,, 12,,57 500 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Кемерово
184, ГОСТ 34028-2016 ,,, 10,,53 040 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Казань
185, ГОСТ 34028-2016 ,,, 10,,51 480 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Казань
186, ГОСТ 34028-2016 ,,, 8,,48 880 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Казань
187, ГОСТ 34028-2016 ,,, 8,,53 040 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Казань
188, ГОСТ 5781-82 ,,, 32,,звоните ,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Ижевск
189, ГОСТ 5781-82 ,,, 28,,49 710 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Ижевск
190, ГОСТ 5781-82 ,,, 25,,48 180 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Ижевск
191, ГОСТ 5781-82 ,,, 22,,48 180 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Ижевск
192, ГОСТ 5781-82 ,,, 20,,49 200 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Ижевск
193, ГОСТ 5781-82 ,,, 18,,48 180 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Ижевск
194, ГОСТ 5781-82 ,,, 16,,48 180 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Ижевск
195, ГОСТ 5781-82 ,,, 14,,48 180 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Ижевск
196, ГОСТ 34028-2016 ,,, 12,,48 690 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Ижевск
197, ГОСТ 5781-82 ,,, 12,,49 710 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Ижевск
198, ГОСТ 34028-2016 ,,, 10,,48 180 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Ижевск
199, ГОСТ 34028-2016 ,,, 10,,51 250 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Ижевск
200, ГОСТ 34028-2016 ,,, 10,,50 230 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Ижевск
201, ГОСТ 34028-2016 ,,, 8,,49 200 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Ижевск
202, ГОСТ 34028-2016 ,,, 8,,52 280 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Ижевск
203, ГОСТ 34028-2016 ,,, 28,,59 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
204, ГОСТ 34028-2016 ,,, 8,,49 500 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
205, ГОСТ 5781-82 ,,, 25,,59 000 >10т,12,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Иркутск
206, ГОСТ 34028-2016 ,,, 22,,59 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
207, ГОСТ 34028-2016 ,,, 6,,50 440 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Казань
208, ГОСТ 34028-2016 ,,, 6,,53 560 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Казань
209, ГОСТ 34028-2016 ,,, 6,,64 500 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
210, ГОСТ 34028-2016 ,,, 6,,59 000 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
211, ГОСТ 34028-2016 ,,, 8,,62 500 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
212, ГОСТ 34028-2016 ,,, 8,,58 500 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
213, ГОСТ 34028-2016 ,,, 10,,61 500 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
214, ГОСТ 34028-2016 ,,, 10,,61 500 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
215, ГОСТ 34028-2016 ,,, 10,,58 500 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
216, ГОСТ 34028-2016 ,,, 12,,59 500 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
217, ГОСТ 34028-2016 ,,, 14,,59 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
218, ГОСТ 34028-2016 ,,, 14,,59 000 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
219, ГОСТ 34028-2016 ,,, 16,,59 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
220, ГОСТ 34028-2016 ,,, 18,,59 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
221, ГОСТ 34028-2016 ,,, 20,,59 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
222, ГОСТ 34028-2016 ,,, 25,,59 000 >10т,12,Арматура А1  ,А240,,Сталепромышленная компания,Иркутск
223, ГОСТ 34028-2016 ,,, 20,,звоните ,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Курган
224, ГОСТ 34028-2016 ,,, 10,,50 400 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
225, ГОСТ 34028-2016 ,,, 10,,49 000 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
226, ГОСТ 34028-2016 ,,, 6,,звоните ,6,Арматура А1  ,А240,,Сталепромышленная компания,Курган
227, ГОСТ 34028-2016 ,,, 28,,49 000 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
228, ГОСТ 34028-2016 ,,, 25,,50 500 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
229, ГОСТ 34028-2016 ,,, 22,,50 500 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
230, ГОСТ 34028-2016 ,,, 20,,50 500 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
231, ГОСТ 34028-2016 ,,, 18,,50 500 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
232, ГОСТ 5781-82 ,,, 6,,звоните ,3,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Курган
233, ГОСТ 34028-2016 ,,, 16,,50 500 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
234, ГОСТ 5781-82 ,,, 6,,54 980 >10т,3,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
235, ГОСТ 5781-82 ,,, 6,,54 980 >10т,6,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
236, ГОСТ 34028-2016 ,,, 6,,54 980 >10т,3,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
237, ГОСТ 34028-2016 ,,, 6,,54 980 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
238, ГОСТ 5781-82 ,,, 6,,52 430 >10т,бухты,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
239, ГОСТ 34028-2016 ,,, 6,,52 430 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
240, ГОСТ 34028-2016 ,,, 14,,50 500 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
241, ГОСТ 5781-82 ,,, 6,,звоните ,6,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Курган
242, ГОСТ 34028-2016 ,,, 6,,звоните ,3,Арматура А1  ,А240,,Сталепромышленная компания,Курган
243, ГОСТ 34028-2016 ,,, 6,,звоните ,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Курган
244, ГОСТ 34028-2016 ,,, 18,,звоните ,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Курган
245, ГОСТ 5781-82 ,,, 18,,звоните ,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Курган
246, ГОСТ 5781-82 ,,, 16,,звоните ,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Курган
247, ГОСТ 34028-2016 ,,, 16,,звоните ,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Курган
248, ГОСТ 34028-2016 ,,, 14,,звоните ,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Курган
249, ГОСТ 5781-82 ,,, 14,,звоните ,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Курган
250, ГОСТ 34028-2016 ,,, 12,,звоните ,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Курган
251, ГОСТ 5781-82 ,,, 12,,звоните ,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Курган
252, ГОСТ 5781-82 ,,, 10,,звоните ,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Курган
253, ГОСТ 34028-2016 ,,, 10,,звоните ,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Курган
254, ГОСТ 5781-82 ,,, 10,,звоните ,6,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Курган
255, ГОСТ 5781-82 ,,, 8,,звоните ,бухты,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Курган
256, ГОСТ 34028-2016 ,,, 8,,звоните ,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Курган
257, ГОСТ 5781-82 ,,, 8,,звоните ,6,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Курган
258, ГОСТ 34028-2016 ,,, 8,,звоните ,6,Арматура А1  ,А240,,Сталепромышленная компания,Курган
259, ГОСТ 5781-82 ,,, 8,,53 960 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
260, ГОСТ 5781-82 ,,, 8,,53 960 >10т,6,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
261, ГОСТ 34028-2016 ,,, 8,,53 960 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
262, ГОСТ 34028-2016 ,,, 8,,53 960 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
263, ГОСТ 5781-82 ,,, 18,,54 980 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
264, ГОСТ 5781-82 ,,, 20,,53 960 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
265, ГОСТ 34028-2016 ,,, 20,,53 960 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
266, ГОСТ 34028-2016 ,,, 22,,53 960 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
267, ГОСТ 5781-82 ,,, 22,,53 960 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
268, ГОСТ 5781-82 ,,, 25,,55 490 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
269, ГОСТ 34028-2016 ,,, 25,,55 490 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
270, ГОСТ 5781-82 ,,, 28,,54 980 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
271, ГОСТ 34028-2016 ,,, 28,,54 980 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
272, ГОСТ 34028-2016 ,,, 32,,53 450 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
273, ГОСТ 5781-82 ,,, 32,,53 450 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
274, ГОСТ 5781-82 ,,, 36,,66 710 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
275, ГОСТ 34028-2016 ,,, 36,,66 710 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
276, ГОСТ 34028-2016 ,,, 12,,49 000 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
277, ГОСТ 34028-2016 ,,, 12,,51 000 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
278, ГОСТ 34028-2016 ,,, 18,,54 980 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
279, ГОСТ 34028-2016 ,,, 10,,50 400 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Краснодар
280, ГОСТ 5781-82 ,,, 16,,53 450 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
281, ГОСТ 34028-2016 ,,, 14,,53 450 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
282, ГОСТ 34028-2016 ,,, 8,,51 920 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
283, ГОСТ 5781-82 ,,, 8,,51 920 >10т,бухты,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
284, ГОСТ 34028-2016 ,,, 10,,53 450 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
285, ГОСТ 34028-2016 ,,, 10,,53 450 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
286, ГОСТ 5781-82 ,,, 10,,53 450 >10т,6,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
287, ГОСТ 5781-82 ,,, 10,,53 450 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
288, ГОСТ 5781-82 ,,, 10,,52 430 >10т,бухты,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
289, ГОСТ 34028-2016 ,,, 10,,52 430 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
290, ГОСТ 34028-2016 ,,, 12,,53 450 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
291, ГОСТ 34028-2016 ,,, 12,,53 450 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
292, ГОСТ 5781-82 ,,, 12,,53 450 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
293, ГОСТ 5781-82 ,,, 12,,57 530 >10т,6,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
294, ГОСТ 34028-2016 ,,, 12,,51 920 >10т,бухты,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
295, ГОСТ 5781-82 ,,, 12,,51 920 >10т,бухты,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
296, ГОСТ 5781-82 ,,, 14,,53 450 >10т,11.7,Арматура А1  ,3пс/сп,,Сталепромышленная компания,Екатеринбург
297, ГОСТ 34028-2016 ,,, 16,,53 450 >10т,11.7,Арматура А1  ,А240,,Сталепромышленная компания,Екатеринбург
298, ,,, 6,,звоните ,бухты,Арматура А1  ,3сп,,Мечел-Сервис,Москва
299, ГОСТ 34028-2016 ,,, 6,,52 790 >10т,6,Арматура А1  ,А240,,Сталепромышленная компания,Ижевск
300, ГОСТ 5781-82 ,,, 25,,49 470 ,11.7,Арматура А1  ,3пс/сп,,Новосталь-Маркет,Москва
301, ГОСТ 5781-82 ,,, 36,,56 100 ,11.7,Арматура А1  ,3пс/сп,,Новосталь-Маркет,Москва
302, ГОСТ 5781-82 ,,, 28,,70 686 ,11.7,Арматура А1  ,3пс/сп,,Новосталь-Маркет,Москва
303, ГОСТ 5781-82 ,,, 22,,49 470 ,11.7,Арматура А1  ,3пс/сп,,Новосталь-Маркет,Москва
